Date,Vegetable_Name,Units,Market_Price,Retail_Price,Shoping_Mall_Price
12/24/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
12/25/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
12/26/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
12/27/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
12/28/2022,Mint Leaves,1kg,6,8-Jul,10-Jul
12/29/2022,Mint Leaves,1kg,4,5-May,7-May
12/30/2022,Mint Leaves,1kg,4,5-May,7-May
12/31/2022,Mint Leaves,1kg,4,5-May,7-May
1/1/2023,Mint Leaves,1kg,4,5-May,7-May
1/2/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
1/3/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
1/4/2023,Mint Leaves,1kg,4,5-May,7-May
1/5/2023,Mint Leaves,1kg,4,5-May,7-May
1/6/2023,Mint Leaves,1kg,4,5-May,7-May
1/7/2023,Mint Leaves,1kg,4,5-May,7-May
1/8/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
1/9/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
1/10/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
1/11/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
1/12/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
1/13/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
1/14/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
1/15/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
1/16/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
1/17/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
1/18/2023,Mint Leaves,1kg,7,9-Aug,12-Aug
1/19/2023,Mint Leaves,1kg,7,9-Aug,12-Aug
1/20/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
1/21/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
1/22/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
1/23/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
1/24/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
1/25/2023,Mint Leaves,1kg,4,5-May,7-May
1/26/2023,Mint Leaves,1kg,4,5-May,7-May
1/27/2023,Mint Leaves,1kg,4,5-May,7-May
1/28/2023,Mint Leaves,1kg,7,9-Aug,12-Aug
1/29/2023,Mint Leaves,1kg,7,9-Aug,12-Aug
1/30/2023,Mint Leaves,1kg,7,9-Aug,12-Aug
1/31/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
2/1/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
2/2/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
2/3/2023,Mint Leaves,1kg,4,5-May,7-May
2/4/2023,Mint Leaves,1kg,4,5-May,7-May
2/5/2023,Mint Leaves,1kg,4,5-May,7-May
2/6/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
2/7/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
2/8/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
2/9/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
2/10/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
2/11/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
2/12/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
2/13/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
2/14/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
2/15/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
2/16/2023,Mint Leaves,1kg,8,10-Sep,13-Oct
2/17/2023,Mint Leaves,1kg,8,10-Sep,13-Oct
2/18/2023,Mint Leaves,1kg,8,10-Sep,13-Oct
2/19/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
2/20/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
2/21/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
2/22/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
2/23/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
2/24/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
2/25/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
2/26/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
2/27/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
2/28/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
3/1/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
3/2/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
3/3/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
3/4/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
3/5/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
3/6/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
3/7/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
3/8/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
3/9/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
3/10/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
3/11/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
3/12/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
3/13/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
3/14/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
3/15/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
3/16/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
3/17/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
3/18/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
3/19/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
3/20/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
3/21/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
3/22/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
3/23/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
3/24/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
3/25/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
3/26/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
3/27/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
3/28/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
3/29/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
3/30/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
3/31/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
4/1/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
4/2/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
4/3/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
4/4/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
4/5/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
4/6/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
4/7/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
4/8/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
4/9/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
4/10/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
4/11/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
4/12/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
4/13/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
4/14/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
4/15/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
4/16/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
4/17/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
4/18/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
4/19/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
4/20/2023,Mint Leaves,1kg,6,8-Jul,10-Jul
4/21/2023,Mint Leaves,1kg,4,5-May,7-May
4/22/2023,Mint Leaves,1kg,4,5-May,7-May
4/23/2023,Mint Leaves,1kg,4,5-May,7-May
4/24/2023,Mint Leaves,1kg,4,5-May,7-May
4/25/2023,Mint Leaves,1kg,4,5-May,7-May
4/26/2023,Mint Leaves,1kg,4,5-May,7-May
4/27/2023,Mint Leaves,1kg,4,5-May,7-May
4/28/2023,Mint Leaves,1kg,4,5-May,7-May
4/29/2023,Mint Leaves,1kg,4,5-May,7-May
4/30/2023,Mint Leaves,1kg,4,5-May,7-May
5/1/2023,Mint Leaves,1kg,4,5-May,7-May
5/2/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
5/3/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
5/4/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
5/5/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
5/6/2023,Mint Leaves,1kg,3,4-Mar,5-Apr
5/7/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
5/8/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
5/9/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
5/10/2023,Mint Leaves,1kg,5,6-Jun,8-Jun
1/26/2022,Mushroom,1kg,84,97 - 107,101 - 139
1/27/2022,Mushroom,1kg,84,97 - 107,101 - 139
1/28/2022,Mushroom,1kg,77,89 - 98,92 - 127
1/29/2022,Mushroom,1kg,77,89 - 98,92 - 127
1/30/2022,Mushroom,1kg,83,95 - 105,100 - 137
1/31/2022,Mushroom,1kg,83,95 - 105,100 - 137
2/1/2022,Mushroom,1kg,83,95 - 105,100 - 137
2/2/2022,Mushroom,1kg,88,101 - 112,106 - 145
2/3/2022,Mushroom,1kg,88,101 - 112,106 - 145
2/4/2022,Mushroom,1kg,88,101 - 112,106 - 145
2/5/2022,Mushroom,1kg,75,86 - 95,90 - 124
2/6/2022,Mushroom,1kg,75,86 - 95,90 - 124
2/7/2022,Mushroom,1kg,75,86 - 95,90 - 124
2/8/2022,Mushroom,1kg,78,90 - 99,94 - 129
2/9/2022,Mushroom,1kg,78,90 - 99,94 - 129
2/10/2022,Mushroom,1kg,78,90 - 99,94 - 129
2/11/2022,Mushroom,1kg,78,90 - 99,94 - 129
2/12/2022,Mushroom,1kg,84,97 - 107,101 - 139
2/13/2022,Mushroom,1kg,84,97 - 107,101 - 139
2/14/2022,Mushroom,1kg,88,101 - 112,106 - 145
2/15/2022,Mushroom,1kg,88,101 - 112,106 - 145
2/16/2022,Mushroom,1kg,88,101 - 112,106 - 145
2/17/2022,Mushroom,1kg,89,102 - 113,107 - 147
2/18/2022,Mushroom,1kg,89,102 - 113,107 - 147
2/19/2022,Mushroom,1kg,89,102 - 113,107 - 147
2/20/2022,Mushroom,1kg,75,86 - 95,90 - 124
2/21/2022,Mushroom,1kg,75,86 - 95,90 - 124
2/22/2022,Mushroom,1kg,75,86 - 95,90 - 124
2/23/2022,Mushroom,1kg,75,86 - 95,90 - 124
2/24/2022,Mushroom,1kg,75,86 - 95,90 - 124
2/25/2022,Mushroom,1kg,75,86 - 95,90 - 124
2/26/2022,Mushroom,1kg,83,95 - 105,100 - 137
2/27/2022,Mushroom,1kg,83,95 - 105,100 - 137
2/28/2022,Mushroom,1kg,86,99 - 109,103 - 142
3/1/2022,Mushroom,1kg,86,99 - 109,103 - 142
3/2/2022,Mushroom,1kg,86,99 - 109,103 - 142
3/3/2022,Mushroom,1kg,86,99 - 109,103 - 142
3/4/2022,Mushroom,1kg,70,81 - 89,84 - 116
3/5/2022,Mushroom,1kg,70,81 - 89,84 - 116
3/6/2022,Mushroom,1kg,70,81 - 89,84 - 116
3/7/2022,Mushroom,1kg,84,97 - 107,101 - 139
3/8/2022,Mushroom,1kg,84,97 - 107,101 - 139
3/9/2022,Mushroom,1kg,89,102 - 113,107 - 147
3/10/2022,Mushroom,1kg,89,102 - 113,107 - 147
3/11/2022,Mushroom,1kg,89,102 - 113,107 - 147
3/12/2022,Mushroom,1kg,89,102 - 113,107 - 147
3/13/2022,Mushroom,1kg,89,102 - 113,107 - 147
3/14/2022,Mushroom,1kg,76,87 - 97,91 - 125
3/15/2022,Mushroom,1kg,76,87 - 97,91 - 125
3/16/2022,Mushroom,1kg,76,87 - 97,91 - 125
3/17/2022,Mushroom,1kg,90,104 - 114,108 - 149
3/18/2022,Mushroom,1kg,90,104 - 114,108 - 149
3/19/2022,Mushroom,1kg,90,104 - 114,108 - 149
3/20/2022,Mushroom,1kg,74,85 - 94,89 - 122
3/21/2022,Mushroom,1kg,74,85 - 94,89 - 122
3/22/2022,Mushroom,1kg,78,90 - 99,94 - 129
3/23/2022,Mushroom,1kg,78,90 - 99,94 - 129
3/24/2022,Mushroom,1kg,78,90 - 99,94 - 129
3/25/2022,Mushroom,1kg,85,98 - 108,102 - 140
3/26/2022,Mushroom,1kg,85,98 - 108,102 - 140
3/27/2022,Mushroom,1kg,85,98 - 108,102 - 140
3/28/2022,Mushroom,1kg,71,82 - 90,85 - 117
3/29/2022,Mushroom,1kg,71,82 - 90,85 - 117
3/30/2022,Mushroom,1kg,71,82 - 90,85 - 117
3/31/2022,Mushroom,1kg,71,82 - 90,85 - 117
4/1/2022,Mushroom,1kg,88,101 - 112,106 - 145
4/2/2022,Mushroom,1kg,88,101 - 112,106 - 145
4/3/2022,Mushroom,1kg,88,101 - 112,106 - 145
4/4/2022,Mushroom,1kg,84,97 - 107,101 - 139
4/5/2022,Mushroom,1kg,84,97 - 107,101 - 139
4/6/2022,Mushroom,1kg,84,97 - 107,101 - 139
4/7/2022,Mushroom,1kg,73,84 - 93,88 - 120
4/8/2022,Mushroom,1kg,73,84 - 93,88 - 120
4/9/2022,Mushroom,1kg,73,84 - 93,88 - 120
4/10/2022,Mushroom,1kg,85,98 - 108,102 - 140
4/11/2022,Mushroom,1kg,85,98 - 108,102 - 140
4/12/2022,Mushroom,1kg,85,98 - 108,102 - 140
4/13/2022,Mushroom,1kg,88,101 - 112,106 - 145
4/14/2022,Mushroom,1kg,88,101 - 112,106 - 145
4/15/2022,Mushroom,1kg,88,101 - 112,106 - 145
4/16/2022,Mushroom,1kg,88,101 - 112,106 - 145
4/17/2022,Mushroom,1kg,77,89 - 98,92 - 127
4/18/2022,Mushroom,1kg,77,89 - 98,92 - 127
4/19/2022,Mushroom,1kg,77,89 - 98,92 - 127
4/20/2022,Mushroom,1kg,77,89 - 98,92 - 127
4/21/2022,Mushroom,1kg,77,89 - 98,92 - 127
4/22/2022,Mushroom,1kg,77,89 - 98,92 - 127
4/23/2022,Mushroom,1kg,77,89 - 98,92 - 127
4/24/2022,Mushroom,1kg,90,104 - 114,108 - 149
4/25/2022,Mushroom,1kg,90,104 - 114,108 - 149
4/26/2022,Mushroom,1kg,90,104 - 114,108 - 149
4/27/2022,Mushroom,1kg,75,86 - 95,90 - 124
4/28/2022,Mushroom,1kg,75,86 - 95,90 - 124
4/29/2022,Mushroom,1kg,75,86 - 95,90 - 124
4/30/2022,Mushroom,1kg,71,82 - 90,85 - 117
5/1/2022,Mushroom,1kg,71,82 - 90,85 - 117
5/2/2022,Mushroom,1kg,78,90 - 99,94 - 129
5/3/2022,Mushroom,1kg,78,90 - 99,94 - 129
5/4/2022,Mushroom,1kg,78,90 - 99,94 - 129
5/5/2022,Mushroom,1kg,87,100 - 110,104 - 144
5/6/2022,Mushroom,1kg,87,100 - 110,104 - 144
5/7/2022,Mushroom,1kg,87,100 - 110,104 - 144
5/8/2022,Mushroom,1kg,90,104 - 114,108 - 149
5/9/2022,Mushroom,1kg,90,104 - 114,108 - 149
5/10/2022,Mushroom,1kg,90,104 - 114,108 - 149
5/11/2022,Mushroom,1kg,76,87 - 97,91 - 125
5/12/2022,Mushroom,1kg,76,87 - 97,91 - 125
5/13/2022,Mushroom,1kg,76,87 - 97,91 - 125
5/14/2022,Mushroom,1kg,76,87 - 97,91 - 125
5/15/2022,Mushroom,1kg,88,101 - 112,106 - 145
5/16/2022,Mushroom,1kg,88,101 - 112,106 - 145
5/17/2022,Mushroom,1kg,88,101 - 112,106 - 145
5/18/2022,Mushroom,1kg,81,93 - 103,97 - 134
5/19/2022,Mushroom,1kg,81,93 - 103,97 - 134
5/20/2022,Mushroom,1kg,81,93 - 103,97 - 134
5/21/2022,Mushroom,1kg,76,87 - 97,91 - 125
5/22/2022,Mushroom,1kg,76,87 - 97,91 - 125
5/23/2022,Mushroom,1kg,76,87 - 97,91 - 125
5/24/2022,Mushroom,1kg,76,87 - 97,91 - 125
5/25/2022,Mushroom,1kg,80,92 - 102,96 - 132
5/26/2022,Mushroom,1kg,80,92 - 102,96 - 132
5/27/2022,Mushroom,1kg,80,92 - 102,96 - 132
5/28/2022,Mushroom,1kg,83,95 - 105,100 - 137
5/29/2022,Mushroom,1kg,83,95 - 105,100 - 137
5/30/2022,Mushroom,1kg,83,95 - 105,100 - 137
5/31/2022,Mushroom,1kg,83,95 - 105,100 - 137
6/1/2022,Mushroom,1kg,84,97 - 107,101 - 139
6/2/2022,Mushroom,1kg,84,97 - 107,101 - 139
6/3/2022,Mushroom,1kg,84,97 - 107,101 - 139
6/4/2022,Mushroom,1kg,76,87 - 97,91 - 125
6/5/2022,Mushroom,1kg,76,87 - 97,91 - 125
6/6/2022,Mushroom,1kg,76,87 - 97,91 - 125
6/7/2022,Mushroom,1kg,83,95 - 105,100 - 137
6/8/2022,Mushroom,1kg,83,95 - 105,100 - 137
6/9/2022,Mushroom,1kg,83,95 - 105,100 - 137
6/10/2022,Mushroom,1kg,83,95 - 105,100 - 137
6/11/2022,Mushroom,1kg,75,86 - 95,90 - 124
6/12/2022,Mushroom,1kg,75,86 - 95,90 - 124
6/13/2022,Mushroom,1kg,75,86 - 95,90 - 124
6/14/2022,Mushroom,1kg,84,97 - 107,101 - 139
6/15/2022,Mushroom,1kg,84,97 - 107,101 - 139
6/16/2022,Mushroom,1kg,84,97 - 107,101 - 139
6/17/2022,Mushroom,1kg,84,97 - 107,101 - 139
6/18/2022,Mushroom,1kg,81,93 - 103,97 - 134
6/19/2022,Mushroom,1kg,81,93 - 103,97 - 134
6/20/2022,Mushroom,1kg,80,92 - 102,96 - 132
6/21/2022,Mushroom,1kg,80,92 - 102,96 - 132
6/22/2022,Mushroom,1kg,80,92 - 102,96 - 132
6/23/2022,Mushroom,1kg,84,97 - 107,101 - 139
6/24/2022,Mushroom,1kg,84,97 - 107,101 - 139
6/25/2022,Mushroom,1kg,84,97 - 107,101 - 139
6/26/2022,Mushroom,1kg,84,97 - 107,101 - 139
6/27/2022,Mushroom,1kg,88,101 - 112,106 - 145
6/28/2022,Mushroom,1kg,88,101 - 112,106 - 145
6/29/2022,Mushroom,1kg,88,101 - 112,106 - 145
6/30/2022,Mushroom,1kg,88,101 - 112,106 - 145
7/1/2022,Mushroom,1kg,86,99 - 109,103 - 142
7/2/2022,Mushroom,1kg,86,99 - 109,103 - 142
7/3/2022,Mushroom,1kg,86,99 - 109,103 - 142
7/4/2022,Mushroom,1kg,88,101 - 112,106 - 145
7/5/2022,Mushroom,1kg,88,101 - 112,106 - 145
7/6/2022,Mushroom,1kg,88,101 - 112,106 - 145
7/7/2022,Mushroom,1kg,88,101 - 112,106 - 145
7/8/2022,Mushroom,1kg,88,101 - 112,106 - 145
7/9/2022,Mushroom,1kg,74,85 - 94,89 - 122
7/10/2022,Mushroom,1kg,74,85 - 94,89 - 122
7/11/2022,Mushroom,1kg,74,85 - 94,89 - 122
7/12/2022,Mushroom,1kg,90,104 - 114,108 - 149
7/13/2022,Mushroom,1kg,90,104 - 114,108 - 149
7/14/2022,Mushroom,1kg,79,91 - 100,95 - 130
7/15/2022,Mushroom,1kg,79,91 - 100,95 - 130
7/16/2022,Mushroom,1kg,79,91 - 100,95 - 130
7/17/2022,Mushroom,1kg,84,97 - 107,101 - 139
7/18/2022,Mushroom,1kg,84,97 - 107,101 - 139
7/19/2022,Mushroom,1kg,84,97 - 107,101 - 139
7/20/2022,Mushroom,1kg,84,97 - 107,101 - 139
7/21/2022,Mushroom,1kg,81,93 - 103,97 - 134
7/22/2022,Mushroom,1kg,81,93 - 103,97 - 134
7/23/2022,Mushroom,1kg,81,93 - 103,97 - 134
7/24/2022,Mushroom,1kg,79,91 - 100,95 - 130
7/25/2022,Mushroom,1kg,79,91 - 100,95 - 130
7/26/2022,Mushroom,1kg,79,91 - 100,95 - 130
7/27/2022,Mushroom,1kg,79,91 - 100,95 - 130
7/28/2022,Mushroom,1kg,79,91 - 100,95 - 130
7/29/2022,Mushroom,1kg,79,91 - 100,95 - 130
7/30/2022,Mushroom,1kg,79,91 - 100,95 - 130
7/31/2022,Mushroom,1kg,79,91 - 100,95 - 130
8/1/2022,Mushroom,1kg,79,91 - 100,95 - 130
8/2/2022,Mushroom,1kg,79,91 - 100,95 - 130
8/3/2022,Mushroom,1kg,79,91 - 100,95 - 130
8/4/2022,Mushroom,1kg,74,85 - 94,89 - 122
8/5/2022,Mushroom,1kg,74,85 - 94,89 - 122
8/6/2022,Mushroom,1kg,74,85 - 94,89 - 122
8/7/2022,Mushroom,1kg,74,85 - 94,89 - 122
8/8/2022,Mushroom,1kg,73,84 - 93,88 - 120
8/9/2022,Mushroom,1kg,73,84 - 93,88 - 120
8/10/2022,Mushroom,1kg,73,84 - 93,88 - 120
8/11/2022,Mushroom,1kg,73,84 - 93,88 - 120
8/12/2022,Mushroom,1kg,73,84 - 93,88 - 120
8/13/2022,Mushroom,1kg,93,107 - 118,112 - 153
8/14/2022,Mushroom,1kg,93,107 - 118,112 - 153
8/15/2022,Mushroom,1kg,93,107 - 118,112 - 153
8/16/2022,Mushroom,1kg,93,107 - 118,112 - 153
8/17/2022,Mushroom,1kg,93,107 - 118,112 - 153
8/18/2022,Mushroom,1kg,92,106 - 117,110 - 152
8/19/2022,Mushroom,1kg,92,106 - 117,110 - 152
8/20/2022,Mushroom,1kg,92,106 - 117,110 - 152
8/21/2022,Mushroom,1kg,83,95 - 105,100 - 137
8/22/2022,Mushroom,1kg,83,95 - 105,100 - 137
8/23/2022,Mushroom,1kg,83,95 - 105,100 - 137
8/24/2022,Mushroom,1kg,95,109 - 121,114 - 157
8/25/2022,Mushroom,1kg,95,109 - 121,114 - 157
8/26/2022,Mushroom,1kg,76,87 - 97,91 - 125
8/27/2022,Mushroom,1kg,76,87 - 97,91 - 125
8/28/2022,Mushroom,1kg,76,87 - 97,91 - 125
8/29/2022,Mushroom,1kg,76,87 - 97,91 - 125
8/30/2022,Mushroom,1kg,93,107 - 118,112 - 153
8/31/2022,Mushroom,1kg,93,107 - 118,112 - 153
9/1/2022,Mushroom,1kg,75,86 - 95,90 - 124
9/2/2022,Mushroom,1kg,75,86 - 95,90 - 124
9/3/2022,Mushroom,1kg,75,86 - 95,90 - 124
9/4/2022,Mushroom,1kg,75,86 - 95,90 - 124
9/5/2022,Mushroom,1kg,72,83 - 91,86 - 119
9/6/2022,Mushroom,1kg,78,90 - 99,94 - 129
9/7/2022,Mushroom,1kg,78,90 - 99,94 - 129
9/8/2022,Mushroom,1kg,78,90 - 99,94 - 129
9/9/2022,Mushroom,1kg,78,90 - 99,94 - 129
9/10/2022,Mushroom,1kg,79,91 - 100,95 - 130
9/11/2022,Mushroom,1kg,73,84 - 93,88 - 120
9/12/2022,Mushroom,1kg,73,84 - 93,88 - 120
9/13/2022,Mushroom,1kg,73,84 - 93,88 - 120
9/14/2022,Mushroom,1kg,73,84 - 93,88 - 120
9/15/2022,Mushroom,1kg,73,84 - 93,88 - 120
9/16/2022,Mushroom,1kg,79,91 - 100,95 - 130
9/17/2022,Mushroom,1kg,79,91 - 100,95 - 130
9/18/2022,Mushroom,1kg,79,91 - 100,95 - 130
9/19/2022,Mushroom,1kg,95,109 - 121,114 - 157
9/20/2022,Mushroom,1kg,95,109 - 121,114 - 157
9/21/2022,Mushroom,1kg,95,109 - 121,114 - 157
9/22/2022,Mushroom,1kg,75,86 - 95,90 - 124
9/23/2022,Mushroom,1kg,75,86 - 95,90 - 124
9/24/2022,Mushroom,1kg,75,86 - 95,90 - 124
9/25/2022,Mushroom,1kg,88,101 - 112,106 - 145
9/26/2022,Mushroom,1kg,88,101 - 112,106 - 145
9/27/2022,Mushroom,1kg,88,101 - 112,106 - 145
9/28/2022,Mushroom,1kg,75,86 - 95,90 - 124
9/29/2022,Mushroom,1kg,75,86 - 95,90 - 124
9/30/2022,Mushroom,1kg,75,86 - 95,90 - 124
10/1/2022,Mushroom,1kg,75,86 - 95,90 - 124
10/2/2022,Mushroom,1kg,75,86 - 95,90 - 124
10/3/2022,Mushroom,1kg,76,87 - 97,91 - 125
10/4/2022,Mushroom,1kg,76,87 - 97,91 - 125
10/5/2022,Mushroom,1kg,76,87 - 97,91 - 125
10/6/2022,Mushroom,1kg,80,92 - 102,96 - 132
10/7/2022,Mushroom,1kg,80,92 - 102,96 - 132
10/8/2022,Mushroom,1kg,87,100 - 110,104 - 144
10/9/2022,Mushroom,1kg,87,100 - 110,104 - 144
10/10/2022,Mushroom,1kg,87,100 - 110,104 - 144
10/11/2022,Mushroom,1kg,87,100 - 110,104 - 144
10/12/2022,Mushroom,1kg,94,108 - 119,113 - 155
10/13/2022,Mushroom,1kg,94,108 - 119,113 - 155
10/14/2022,Mushroom,1kg,94,108 - 119,113 - 155
10/15/2022,Mushroom,1kg,78,90 - 99,94 - 129
10/16/2022,Mushroom,1kg,78,90 - 99,94 - 129
10/17/2022,Mushroom,1kg,78,90 - 99,94 - 129
10/18/2022,Mushroom,1kg,81,93 - 103,97 - 134
10/19/2022,Mushroom,1kg,81,93 - 103,97 - 134
10/20/2022,Mushroom,1kg,81,93 - 103,97 - 134
10/21/2022,Mushroom,1kg,81,93 - 103,97 - 134
10/22/2022,Mushroom,1kg,81,93 - 103,97 - 134
10/23/2022,Mushroom,1kg,81,93 - 103,97 - 134
10/24/2022,Mushroom,1kg,76,87 - 97,91 - 125
10/25/2022,Mushroom,1kg,76,87 - 97,91 - 125
10/26/2022,Mushroom,1kg,76,87 - 97,91 - 125
10/27/2022,Mushroom,1kg,74,85 - 94,89 - 122
10/28/2022,Mushroom,1kg,74,85 - 94,89 - 122
10/29/2022,Mushroom,1kg,83,95 - 105,100 - 137
10/30/2022,Mushroom,1kg,83,95 - 105,100 - 137
10/31/2022,Mushroom,1kg,83,95 - 105,100 - 137
11/1/2022,Mushroom,1kg,83,95 - 105,100 - 137
11/2/2022,Mushroom,1kg,83,95 - 105,100 - 137
11/3/2022,Mushroom,1kg,74,85 - 94,89 - 122
11/4/2022,Mushroom,1kg,74,85 - 94,89 - 122
11/5/2022,Mushroom,1kg,74,85 - 94,89 - 122
11/6/2022,Mushroom,1kg,92,106 - 117,110 - 152
11/7/2022,Mushroom,1kg,92,106 - 117,110 - 152
11/8/2022,Mushroom,1kg,92,106 - 117,110 - 152
11/9/2022,Mushroom,1kg,79,91 - 100,95 - 130
11/10/2022,Mushroom,1kg,79,91 - 100,95 - 130
11/11/2022,Mushroom,1kg,79,91 - 100,95 - 130
11/12/2022,Mushroom,1kg,84,97 - 107,101 - 139
11/13/2022,Mushroom,1kg,84,97 - 107,101 - 139
11/14/2022,Mushroom,1kg,84,97 - 107,101 - 139
11/15/2022,Mushroom,1kg,84,97 - 107,101 - 139
11/16/2022,Mushroom,1kg,84,97 - 107,101 - 139
11/17/2022,Mushroom,1kg,84,97 - 107,101 - 139
11/18/2022,Mushroom,1kg,92,106 - 117,110 - 152
11/19/2022,Mushroom,1kg,92,106 - 117,110 - 152
11/20/2022,Mushroom,1kg,92,106 - 117,110 - 152
11/21/2022,Mushroom,1kg,94,108 - 119,113 - 155
11/22/2022,Mushroom,1kg,94,108 - 119,113 - 155
11/23/2022,Mushroom,1kg,94,108 - 119,113 - 155
11/24/2022,Mushroom,1kg,83,95 - 105,100 - 137
11/25/2022,Mushroom,1kg,83,95 - 105,100 - 137
11/26/2022,Mushroom,1kg,89,102 - 113,107 - 147
11/27/2022,Mushroom,1kg,89,102 - 113,107 - 147
